DC ID,DC Name,Delivery Date,Weekday,Time Scope,DC Capacity,Orders Delivered,Items Delivered,Service Type,State
DC_018,East Satellite Depot DC_018,2026-05-10,Sunday,Evening,0,0,0,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-10,Sunday,Morning,825,522,1464,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-10,Sunday,Afternoon,956,648,2039,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-10,Sunday,Evening,739,383,1287,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-10,Sunday,Morning,358,218,687,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-10,Sunday,Afternoon,595,393,1145,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-10,Sunday,Evening,295,219,647,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-10,Sunday,Morning,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-10,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-10,Sunday,Evening,0,0,0,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-10,Sunday,Morning,263,141,490,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-10,Sunday,Afternoon,455,269,753,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-10,Sunday,Evening,252,156,422,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-10,Sunday,Morning,870,579,1742,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-10,Sunday,Afternoon,1330,783,2545,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-10,Sunday,Evening,1031,476,1448,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-10,Sunday,Morning,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-10,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-10,Sunday,Evening,0,0,0,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-11,Monday,Morning,536,326,995,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-11,Monday,Afternoon,581,383,1057,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-11,Monday,Evening,406,236,774,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-11,Monday,Morning,167,85,313,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-11,Monday,Afternoon,262,145,430,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-11,Monday,Evening,114,79,227,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-11,Monday,Morning,216,221,659,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-11,Monday,Afternoon,328,318,1080,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-11,Monday,Evening,158,198,547,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-11,Monday,Morning,546,292,906,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-11,Monday,Afternoon,947,562,1675,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-11,Monday,Evening,421,280,834,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-11,Monday,Morning,91,50,149,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-11,Monday,Afternoon,135,88,255,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-11,Monday,Evening,80,41,142,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-11,Monday,Morning,917,131,357,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-11,Monday,Afternoon,1418,189,570,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-11,Monday,Evening,696,84,288,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-11,Monday,Morning,398,275,771,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-11,Monday,Afternoon,686,406,1286,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-11,Monday,Evening,366,232,670,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-11,Monday,Morning,1522,228,675,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-11,Monday,Afternoon,2462,320,994,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-11,Monday,Evening,1371,160,464,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-11,Monday,Morning,212,142,453,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-11,Monday,Afternoon,553,310,818,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-11,Monday,Evening,204,156,456,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-11,Monday,Morning,86,82,254,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-11,Monday,Afternoon,131,134,393,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-11,Monday,Evening,71,66,221,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-11,Monday,Morning,434,292,926,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-11,Monday,Afternoon,799,511,1520,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-11,Monday,Evening,454,244,816,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-11,Monday,Morning,561,336,902,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-11,Monday,Afternoon,595,421,1185,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-11,Monday,Evening,411,254,782,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-11,Monday,Morning,313,247,597,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-11,Monday,Afternoon,431,240,843,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-11,Monday,Evening,335,181,546,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-11,Monday,Morning,467,300,1006,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-11,Monday,Afternoon,929,515,1774,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-11,Monday,Evening,503,327,1052,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-11,Monday,Morning,1750,220,728,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-11,Monday,Afternoon,2956,327,1107,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-11,Monday,Evening,1969,233,707,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-05-11,Monday,Morning,224,148,440,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-11,Monday,Afternoon,378,229,739,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-11,Monday,Evening,227,132,407,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-11,Monday,Morning,342,232,632,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-11,Monday,Afternoon,571,369,1117,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-11,Monday,Evening,288,206,581,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-11,Monday,Morning,203,154,408,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-11,Monday,Afternoon,404,207,635,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-11,Monday,Evening,142,108,303,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-11,Monday,Morning,605,384,1151,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-11,Monday,Afternoon,886,672,1749,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-11,Monday,Evening,571,307,1013,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-11,Monday,Morning,284,193,591,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-11,Monday,Afternoon,332,187,647,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-11,Monday,Evening,250,175,490,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-11,Monday,Morning,1383,232,636,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-11,Monday,Afternoon,2140,302,905,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-11,Monday,Evening,1127,156,501,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-11,Monday,Morning,279,129,466,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-11,Monday,Afternoon,338,217,720,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-11,Monday,Evening,215,111,384,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-11,Monday,Morning,889,422,1367,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-11,Monday,Afternoon,1075,574,1818,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-11,Monday,Evening,507,314,910,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-11,Monday,Morning,257,169,480,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-11,Monday,Afternoon,429,238,844,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-11,Monday,Evening,231,116,411,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-12,Tuesday,Morning,348,196,643,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-12,Tuesday,Afternoon,454,281,911,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-12,Tuesday,Evening,303,181,619,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-12,Tuesday,Morning,186,88,320,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-12,Tuesday,Afternoon,262,131,425,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-12,Tuesday,Evening,159,91,304,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-12,Tuesday,Morning,221,248,652,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-12,Tuesday,Afternoon,469,445,1236,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-12,Tuesday,Evening,197,220,673,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-12,Tuesday,Morning,619,401,1223,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-12,Tuesday,Afternoon,808,492,1601,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-12,Tuesday,Evening,540,372,1044,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-12,Tuesday,Morning,100,63,188,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-12,Tuesday,Afternoon,149,79,261,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-12,Tuesday,Evening,78,44,132,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-12,Tuesday,Morning,627,100,268,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-12,Tuesday,Afternoon,900,140,394,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-12,Tuesday,Evening,410,47,158,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-12,Tuesday,Morning,394,191,677,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-12,Tuesday,Afternoon,409,247,741,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-12,Tuesday,Evening,259,164,547,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-12,Tuesday,Morning,1295,169,544,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-12,Tuesday,Afternoon,2556,236,792,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-12,Tuesday,Evening,1476,164,501,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-12,Tuesday,Morning,347,238,646,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-12,Tuesday,Afternoon,526,359,1084,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-12,Tuesday,Evening,263,181,511,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-12,Tuesday,Morning,104,91,281,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-12,Tuesday,Afternoon,134,105,370,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-12,Tuesday,Evening,72,88,228,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-12,Tuesday,Morning,545,340,1070,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-12,Tuesday,Afternoon,728,437,1395,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-12,Tuesday,Evening,587,407,1033,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-12,Tuesday,Morning,577,295,968,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-12,Tuesday,Afternoon,687,357,1235,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-12,Tuesday,Evening,430,326,877,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-12,Tuesday,Morning,270,185,578,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-12,Tuesday,Afternoon,598,321,1002,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-12,Tuesday,Evening,239,133,501,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-12,Tuesday,Morning,778,556,1371,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-12,Tuesday,Afternoon,793,603,1714,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-12,Tuesday,Evening,534,308,1068,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-12,Tuesday,Morning,2273,271,846,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-12,Tuesday,Afternoon,3347,382,1225,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-12,Tuesday,Evening,1556,227,727,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-05-12,Tuesday,Morning,205,107,345,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-12,Tuesday,Afternoon,229,137,447,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-12,Tuesday,Evening,114,77,265,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-12,Tuesday,Morning,437,249,882,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-12,Tuesday,Afternoon,503,375,1071,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-12,Tuesday,Evening,324,188,642,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-12,Tuesday,Morning,151,86,269,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-12,Tuesday,Afternoon,215,111,438,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-12,Tuesday,Evening,146,92,255,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-12,Tuesday,Morning,558,296,953,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-12,Tuesday,Afternoon,848,423,1521,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-12,Tuesday,Evening,413,235,768,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-12,Tuesday,Morning,312,205,658,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-12,Tuesday,Afternoon,568,300,999,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-12,Tuesday,Evening,255,205,549,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-12,Tuesday,Morning,1087,187,455,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-12,Tuesday,Afternoon,1789,259,764,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-12,Tuesday,Evening,1136,133,395,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-12,Tuesday,Morning,194,117,341,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-12,Tuesday,Afternoon,285,146,521,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-12,Tuesday,Evening,148,97,287,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-12,Tuesday,Morning,853,494,1338,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-12,Tuesday,Afternoon,996,565,1904,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-12,Tuesday,Evening,564,364,1003,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-12,Tuesday,Morning,271,188,562,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-12,Tuesday,Afternoon,400,267,858,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-12,Tuesday,Evening,235,155,449,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-13,Wednesday,Morning,405,290,800,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-13,Wednesday,Afternoon,633,364,1177,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-13,Wednesday,Evening,350,227,688,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-13,Wednesday,Morning,218,135,375,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-13,Wednesday,Afternoon,209,134,389,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-13,Wednesday,Evening,197,102,300,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-13,Wednesday,Morning,311,271,868,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-13,Wednesday,Afternoon,388,369,1199,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-13,Wednesday,Evening,240,259,751,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-13,Wednesday,Morning,610,428,1216,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-13,Wednesday,Afternoon,1032,607,1867,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-13,Wednesday,Evening,627,299,967,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-13,Wednesday,Morning,134,65,208,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-13,Wednesday,Afternoon,158,105,314,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-13,Wednesday,Evening,78,47,149,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-13,Wednesday,Morning,720,97,274,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-13,Wednesday,Afternoon,1042,134,422,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-13,Wednesday,Evening,508,78,229,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-13,Wednesday,Morning,436,225,760,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-13,Wednesday,Afternoon,623,323,1136,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-13,Wednesday,Evening,347,198,596,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-13,Wednesday,Morning,1163,173,491,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-13,Wednesday,Afternoon,1690,225,668,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-13,Wednesday,Evening,1125,145,446,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-13,Wednesday,Morning,410,221,742,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-13,Wednesday,Afternoon,490,262,881,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-13,Wednesday,Evening,366,221,636,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-13,Wednesday,Morning,106,102,309,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-13,Wednesday,Afternoon,161,181,473,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-13,Wednesday,Evening,71,84,220,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-13,Wednesday,Morning,729,337,1185,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-13,Wednesday,Afternoon,1266,675,2135,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-13,Wednesday,Evening,512,263,933,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-13,Wednesday,Morning,599,382,1093,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-13,Wednesday,Afternoon,1447,622,1860,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-13,Wednesday,Evening,536,284,943,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-13,Wednesday,Morning,483,216,784,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-13,Wednesday,Afternoon,450,303,951,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-13,Wednesday,Evening,317,185,572,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-13,Wednesday,Morning,847,477,1449,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-13,Wednesday,Afternoon,1210,693,2006,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-13,Wednesday,Evening,598,336,1079,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-13,Wednesday,Morning,2031,368,937,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-13,Wednesday,Afternoon,3726,437,1445,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-13,Wednesday,Evening,2145,260,818,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-05-13,Wednesday,Morning,172,130,341,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-13,Wednesday,Afternoon,309,194,578,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-05-13,Wednesday,Evening,160,87,297,Urban Hub,North
DC_017,South Regional Center DC_017,2026-05-13,Wednesday,Morning,522,370,1096,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-13,Wednesday,Afternoon,685,478,1372,Regional Center,South
DC_017,South Regional Center DC_017,2026-05-13,Wednesday,Evening,349,198,652,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-05-13,Wednesday,Morning,170,91,296,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-13,Wednesday,Afternoon,240,186,512,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-05-13,Wednesday,Evening,211,130,337,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-05-13,Wednesday,Morning,668,362,1118,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-13,Wednesday,Afternoon,909,580,1675,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-05-13,Wednesday,Evening,532,287,968,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-05-13,Wednesday,Morning,384,244,654,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-13,Wednesday,Afternoon,595,355,981,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-05-13,Wednesday,Evening,370,167,576,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-05-13,Wednesday,Morning,1477,201,570,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-13,Wednesday,Afternoon,2312,306,896,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-05-13,Wednesday,Evening,1469,177,476,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-05-13,Wednesday,Morning,191,120,371,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-13,Wednesday,Afternoon,387,204,663,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-05-13,Wednesday,Evening,197,105,337,Urban Hub,South
DC_023,East Regional Center DC_023,2026-05-13,Wednesday,Morning,855,485,1509,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-13,Wednesday,Afternoon,1216,751,2251,Regional Center,East
DC_023,East Regional Center DC_023,2026-05-13,Wednesday,Evening,598,390,1132,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-05-13,Wednesday,Morning,310,173,569,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-13,Wednesday,Afternoon,529,319,943,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-05-13,Wednesday,Evening,376,164,543,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-05-14,Thursday,Morning,438,239,710,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-14,Thursday,Afternoon,673,449,1470,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-05-14,Thursday,Evening,465,228,716,Urban Hub,North
DC_002,South Regional Center DC_002,2026-05-14,Thursday,Morning,202,112,350,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-14,Thursday,Afternoon,259,202,528,Regional Center,South
DC_002,South Regional Center DC_002,2026-05-14,Thursday,Evening,179,102,307,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-05-14,Thursday,Morning,326,287,901,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-14,Thursday,Afternoon,447,435,1297,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-05-14,Thursday,Evening,252,233,723,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-05-14,Thursday,Morning,734,371,1297,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-14,Thursday,Afternoon,1136,655,2056,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-05-14,Thursday,Evening,564,336,1015,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-05-14,Thursday,Morning,94,61,182,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-14,Thursday,Afternoon,166,77,295,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-05-14,Thursday,Evening,106,59,160,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-05-14,Thursday,Morning,712,106,312,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-14,Thursday,Afternoon,1170,159,486,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-05-14,Thursday,Evening,608,72,240,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-05-14,Thursday,Morning,438,251,768,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-14,Thursday,Afternoon,672,390,1294,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-05-14,Thursday,Evening,336,207,647,Urban Hub,South
DC_008,East Regional Center DC_008,2026-05-14,Thursday,Morning,1336,175,554,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-14,Thursday,Afternoon,1821,237,732,Regional Center,East
DC_008,East Regional Center DC_008,2026-05-14,Thursday,Evening,861,155,420,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-05-14,Thursday,Morning,445,245,767,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-14,Thursday,Afternoon,756,441,1287,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-05-14,Thursday,Evening,343,178,592,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-05-14,Thursday,Morning,90,107,297,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-14,Thursday,Afternoon,131,147,397,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-05-14,Thursday,Evening,110,102,291,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-05-14,Thursday,Morning,743,484,1317,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-14,Thursday,Afternoon,1311,729,2224,Regional Center,North
DC_011,North Regional Center DC_011,2026-05-14,Thursday,Evening,520,325,1045,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-05-14,Thursday,Morning,612,366,1114,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-14,Thursday,Afternoon,1139,526,1897,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-05-14,Thursday,Evening,498,332,934,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-05-14,Thursday,Morning,391,236,673,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-14,Thursday,Afternoon,641,333,1090,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-05-14,Thursday,Evening,342,196,587,Urban Hub,East
DC_014,West Regional Center DC_014,2026-05-14,Thursday,Morning,843,526,1617,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-14,Thursday,Afternoon,1190,715,1989,Regional Center,West
DC_014,West Regional Center DC_014,2026-05-14,Thursday,Evening,698,478,1378,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-05-14,Thursday,Morning,2612,324,931,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-14,Thursday,Afternoon,4027,419,1517,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-05-14,Thursday,Evening,2048,274,894,Satellite Depot,Central
